Key;Item Type;Publication Year;Author;Title;Publication Title;ISBN;ISSN;DOI;Url;Abstract Note;Date;Date Added;Date Modified;Access Date;Pages;Num Pages;Issue;Volume;Number Of Volumes;Journal Abbreviation;Short Title;Series;Series Number;Series Text;Series Title;Publisher;Place;Language;Rights;Type;Archive;Archive Location;Library Catalog;Call Number;Extra;Notes;File Attachments;Link Attachments;Manual Tags;Automatic Tags;Editor;Series Editor;Translator;Contributor;Attorney Agent;Book Author;Cast Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed Author;Scriptwriter;Words By;Guest;Number;Edition;Running Time;Scale;Medium;Artwork Size;Filing Date;Application Number;Assignee;Issuing Authority;Country;Meeting Name;Conference Name;Court;References;Reporter;Legal Status;Priority Numbers;Programming Language;Version;System;Code;Code Number;Section;Session;Committee;History;Legislative Body
LGCC3NVU;book;2013;Wittgenstein, Ludwig;Tractatus Logico-Philosophicus;;;;;http://link.springer.com/chapter/10.1007/978-1-4614-5468-7_8;;2013;16/10/2018 20:32;05/02/2019 22:49;02/02/2017 12:26;;;;;;;;;;;;Springer;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/TZ5HN86G/tlp-ebook.pdf; /Users/xander/Zotero/storage/NJQD5UFZ/tlp-ebook.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9TW6NY3N;journalArticle;2005;"Kozamernik, Franc; Sunna, Paola; Wyckens, Emmanuel; NRK, Dag Inge Pettersen";Video codecs;EBU Technical Review;;;;http://car.france3.mars.free.fr/HD/INA-%2026%20jan%2006/EBU-2005/trev_301-samviq.pdf;;2005;16/10/2018 20:32;05/02/2019 22:50;02/02/2017 12:26;;;;;;;;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/X9ZCD7VC/trev_301-samviq.pdf; /Users/xander/Zotero/storage/M8Y2GRFR/trev_301-samviq.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6TY2UUF3;journalArticle;2013;"Staelens, Nicolas; Van den Broeck, Wendy; De Turck, Filip";To train or not to train?;VQEG eLetter;;;;https://biblio.ugent.be/publication/4402195/file/5668265;;2013;16/10/2018 20:32;05/02/2019 22:51;02/02/2017 12:26;1–4;;1;1;;;;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/54NRJ6EC/VQEG_eletter_vol01_issue1.pdf; /Users/xander/Zotero/storage/PNAZWRB8/VQEG_eletter_vol01_issue1.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PG3TJFCB;journalArticle;1971;Wiener, Norbert;Cybernétique et société (1950);Paris: Union Générale d’Editions;;;;http://www.ultramuros.ca/documents/Wiener-Theo-de-la-communication.pdf;;1971;16/10/2018 20:32;05/02/2019 22:49;02/02/2017 12:27;;;;;;;;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/DXWQVXQK/Wiener-Theo-de-la-communication.pdf; /Users/xander/Zotero/storage/LLYQ2IH8/Wiener-Theo-de-la-communication.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Z8CN77LJ;book;2012;"Yoshimura, Yuji; Girardin, Fabien; Carrascal, Juan Pablo; Ratti, Carlo; Blat, Josep";New tools for studying visitor behaviours in museums: a case study at the Louvre;;;;;https://dspace.mit.edu/handle/1721.1/101711;;2012;16/10/2018 20:32;05/02/2019 22:49;02/02/2017 12:27;;;;;;;New tools for studying visitor behaviours in museums;;;;;Springer-Verlag;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/TSXQWS3B/Yoshimura et al 2011 - New tools for studying visitor behaviours.pdf; /Users/xander/Zotero/storage/5TPR4FWD/Yoshimura et al 2011 - New tools for studying visitor behaviours.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BA7EBW9L;conferencePaper;2004;Landragin, Frédéric;L'utilisation de scores numériques en sémantique computationnelle;Journées Scientifiques de Sémantique et Modélisation (JSM'04);;;;https://hal.archives-ouvertes.fr/halshs-00137045/;;2004;16/10/2018 20:32;05/02/2019 22:50;02/02/2017 12:27;;;;;;;;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/KZ549NTA/httpwww.loria.fr~landragipublisjsm.pdf 22 9 07.pdf; /Users/xander/Zotero/storage/SKXK8HYU/httpwww.loria.fr~landragipublisjsm.pdf 22 9 07.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5DXJLTUL;thesis;2005;Augier, Marc;Hypertextualité, construction du sens et représentation des connaissances.;;;;;https://hal.archives-ouvertes.fr/tel-00080166/;;2005;16/10/2018 20:32;05/02/2019 22:49;02/02/2017 12:27;;;;;;;;;;;;Université Nice Sophia Antipolis;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/S6MTVLS9/Hypertextualité, construction du sens et représentation des connaissances..pdf; /Users/xander/Zotero/storage/YSA87UXE/Hypertextualité, construction du sens et représentation des connaissances..pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RENNLWNZ;journalArticle;2011;"Bourdon, Jérôme; Méadel, Cécile";Inside television audience measurement: Deconstructing the ratings machine;Media, Culture & Society;;0163-4437, 1460-3675;10.1177/0163443711404739;http://journals.sagepub.com/doi/10.1177/0163443711404739;;2011;16/10/2018 20:32;05/02/2019 22:50;02/02/2017 12:27;791-800;;5;33;;;Inside television audience measurement;;;;;;;en;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/3TULU7EY/Inside_television_audience_measurement_D.pdf; /Users/xander/Zotero/storage/5NHFU89X/Inside_television_audience_measurement_D.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SRINUFPA;book;1985;Veron, Eliseo;"L'analyse du"" contrat de lecture"": une nouvelle méthode pour les études de positionnement des supports presse";;;;;;;1985;16/10/2018 20:32;05/02/2019 22:49;;;;;;;;"L'analyse du"" contrat de lecture""";;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/FUZIE7DQ/kunert_Sémiotique des contenus_plan_2011_2012.pdf; /Users/xander/Zotero/storage/SYT85ZWK/kunert_Sémiotique des contenus_plan_2011_2012.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TPPW2VSY;conferencePaper;2008;"Naumer, C.; Fisher, K.; Dervin, Brenda";Sense-Making: a methodological perspective;Sensemaking Workshop, CHI'08;;;;https://sites.google.com/site/dmrussell2/Naumer-final.pdf;;2008;16/10/2018 20:32;05/02/2019 22:51;02/02/2017 12:29;;;;;;;Sense-Making;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/GK45Z98G/Naumer-final.pdf; /Users/xander/Zotero/storage/G6R2PZ6F/Naumer-final.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SR42P4QV;journalArticle;2011;"Gross, James J.; Feldman Barrett, Lisa";Emotion Generation and Emotion Regulation: One or Two Depends on Your Point of View;Emotion Review;;1754-0739, 1754-0747;10.1177/1754073910380974;http://journals.sagepub.com/doi/10.1177/1754073910380974;;2011;16/10/2018 20:32;05/02/2019 22:50;02/02/2017 12:29;août-16;;1;3;;;Emotion Generation and Emotion Regulation;;;;;;;en;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/2EE7FQ4H/nihms244577.pdf; /Users/xander/Zotero/storage/LXJ54B4L/nihms244577.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WNUGG28I;conferencePaper;2009;"Höffernig, Martin; Bailer, Werner";Formal metadata semantics for interoperability in the audiovisual media production process;Workshop on Semantic Multimedia Database Technologies (SeMuDaTe 2009), co-located with the 4th International Conference on Semantic and Digital Media Technologies (SAMT2009), Graz, Austria;;;;http://ceur-ws.org/Vol-539/paper_6.pdf;;2009;16/10/2018 20:32;05/02/2019 22:50;02/02/2017 12:29;;;;;;;;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/RWNT6RUT/paper_6.pdf; /Users/xander/Zotero/storage/FFZWCTAD/paper_6.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DDKYMY4K;bookSection;1999;Mulligan, Kevin;Perception, particulars and predicates;Consciousness and intentionality: Models and modalities of attribution;;;;http://link.springer.com/chapter/10.1007/978-94-015-9193-5_8;;1999;16/10/2018 20:32;05/02/2019 22:50;02/02/2017 12:29;163–194;;;;;;;;;;;Springer;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/L3ZMUW58/PerceptionPP.pdf; /Users/xander/Zotero/storage/A66AR8LQ/PerceptionPP.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FHC379MD;journalArticle;2003;"Peyrin, Carole; Chauvin, Alan; Chokron, Sylvie; Marendaz, Christian";Hemispheric specialization for spatial frequency processing in the analysis of natural scenes;Brain and cognition;;;;http://www.sciencedirect.com/science/article/pii/S027826260300126X;;2003;16/10/2018 20:32;05/02/2019 22:48;02/02/2017 12:29;278–282;;2;53;;;;;;;;;;;;;;;Google Scholar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PJJVLFJH;book;2005;"ACM International Conference on Multimedia; ACM Special Interest Group on Multimedia; SIGGRAPH";ACM Multimedia 2005: proceedings of the 13th ACM International Conference on Multimedia, November 6-11, 2005, Singapore;;;;;http://portal.acm.org/toc.cfm?id=1101149&coll=portal&dl=ACM&type=proceeding&idx=SERIES316&part=series&WantType=Proceedings&title=MM;OCLC: 83979463;2005;16/10/2018 20:32;05/02/2019 22:47;02/02/2017 12:29;;;;;;;ACM Multimedia 2005;;;;;Association for Computing Machinery;New York, N.Y.;English;;;;;Open WorldCat;;;;"/Users/xander/Zotero/storage/G7GXZVMC/DENNETT-1995-The_Sciences.pdf; /Users/xander/Zotero/storage/MZML2CPG/document(1).pdf; /Users/xander/Zotero/storage/T7RPUABU/document(2).pdf; /Users/xander/Zotero/storage/LJ4ULIHT/GColombetti_SenseMaking_2010.pdf; /Users/xander/Zotero/storage/YUVR2IZA/making-sense-of-sense-making.pdf; /Users/xander/Zotero/storage/RKSRJAAI/PhDThesisJumiskoPyykko_User-CenteredQualityOfExperience.pdf; /Users/xander/Zotero/storage/6JJXZGHK/PhDThesisJumiskoPyykko_User-CenteredQualityOfExperience.pdf; /Users/xander/Zotero/storage/HJ6P8E7R/Thompson, Evan - Life and Mind From autopoiesis to neurophenomenology.pdf; /Users/xander/Zotero/storage/FZRPT2ZE/Trigger Events.doc";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHXKDAGK;book;2014;Chion, Michel;L'audio-vision: son et image au cinéma;;978-2-200-24790-4;;;;OCLC: ocn864787081;2014;16/10/2018 20:32;05/02/2019 22:50;;;239;;;;;L'audio-vision;Cinéma, arts visuels;;;;Armand Colin;Paris;fre;;;;;Gemeinsamer Bibliotheksverbund ISBN;;;;"/Users/xander/Zotero/storage/UAFGDTJV/deuxieme-annee - finale.pdf; /Users/xander/Zotero/storage/XHRR7QHG/deuxieme-annee - finale.pdf; /Users/xander/Zotero/storage/8MLBZHF8/plan-de-these.pdf; /Users/xander/Zotero/storage/XVU5YYPF/plan-de-these.pdf";;"Film; Ton";;;;;;;;;;;;;;;;;;;;;3e édition, [Nachdr.];;;;;;;;;;;;;;;;;;;;;;;;;;
7M4HJFY5;journalArticle;1998;Méadel, Cécile;De l'émergence d'un outil de quantification;Quaderni;;0987-1381;10.3406/quad.1998.1347;http://www.persee.fr/web/revues/home/prescript/article/quad_0987-1381_1998_num_35_1_1347;;1998;16/10/2018 20:32;05/02/2019 22:50;02/02/2017 12:29;63-78;;1;35;;;;;;;;;;fr;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/XC8PEV83/quad_0987-1381_1998_num_35_1_1347.pdf; /Users/xander/Zotero/storage/BTARQWPD/quad_0987-1381_1998_num_35_1_1347.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QMG6X6T2;journalArticle;2007;"Cahour, Béatrice; Brassac, Christian; Vermersch, Pierre; Bouraouis, Jean-Léon; Pachoud, Bernard; Salembier, Pascal";Étude de l'expérience du sujet pour l'évaluation de nouvelles technologies : l'exemple d'une communication médiée;Revue d'anthropologie des connaissances;;1760-5393;10.3917/rac.001.0085;http://www.cairn.info/revue-anthropologie-des-connaissances-2007-1-page-85.htm;;2007;16/10/2018 20:32;05/02/2019 22:50;02/02/2017 12:29;85;;1;1, 1;;;Étude de l'expérience du sujet pour l'évaluation de nouvelles technologies;;;;;;;fr;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/IDV9KYXY/0.pdf; /Users/xander/Zotero/storage/YMGEJKKA/0.pdf; /Users/xander/Zotero/storage/IJ748F5K/RAC_001_0085.pdf; /Users/xander/Zotero/storage/NW9GT8TQ/RAC_001_0085.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9K5ZNSK2;conferencePaper;2001;Reboul, Anne;""" La raison est l'esclave des passions"", disait Hume";"Actes du colloque GRAME"" L'art, la pensée et les émotions""";;;;https://halshs.archives-ouvertes.fr/halshs-00003827/;;2001;16/10/2018 20:32;05/02/2019 22:51;02/02/2017 12:29;1–12;;;;;;;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/2YS9MDU8/Raison.pdf; /Users/xander/Zotero/storage/9WC9MA2J/Raison.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WCKRYGBV;journalArticle;2003;Rastier, François;De la signification au sens. Pour une sémiotique sans ontologie;Eloquio del senso.–S;;;;http://www.revue-texto.net/Inedits/Rastier/Rastier_Semiotique-ontologie.html;;2003;16/10/2018 20:32;05/02/2019 22:51;02/02/2017 12:29;213–240;;;;;;;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/7WMYQTQZ/RastierSensSignif.pdf; /Users/xander/Zotero/storage/ALXYI3DV/RastierSensSignif.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q2VPDXH5;journalArticle;1988;"Hennion, Antoine; Méadel, Cécile";Dans les laboratoires du désir : le travail des gens de publicité;Réseaux;;0751-7971;10.3406/reso.1988.1267;http://www.persee.fr/web/revues/home/prescript/article/reso_0751-7971_1988_num_6_28_1267;;1988;16/10/2018 20:32;05/02/2019 22:50;02/02/2017 12:30;juil.-54;;28;6;;;Dans les laboratoires du désir;;;;;;;fr;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/GX5P6XAF/reso_0751-7971_1988_num_6_28_1267.pdf; /Users/xander/Zotero/storage/WT2WVXRS/reso_0751-7971_1988_num_6_28_1267.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZSA39HTS;journalArticle;2009;"Cupchik, Gerald C.; Vartanian, Oshin; Crawley, Adrian; Mikulis, David J.";Viewing artworks: Contributions of cognitive control and perceptual facilitation to aesthetic experience;Brain and Cognition;;2782626;10.1016/j.bandc.2009.01.003;http://linkinghub.elsevier.com/retrieve/pii/S0278262609000098;;2009;16/10/2018 20:32;05/02/2019 22:50;02/02/2017 12:32;84-91;;1;70;;;Viewing artworks;;;;;;;en;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/AJM9DNQG/CupchikVartanianCrawleyMikulis2009.pdf; /Users/xander/Zotero/storage/ZU64U7JU/CupchikVartanianCrawleyMikulis2009.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25F4NBHV;conferencePaper;2014;"Gandhi, Vineet; Ronfard, Remi; Gleicher, Michael";Multi-clip video editing from a single viewpoint;;978-1-4503-3185-2;;10.1145/2668904.2668936;http://dl.acm.org/citation.cfm?doid=2668904.2668936;;2014;16/10/2018 20:32;05/02/2019 22:50;02/02/2017 12:32;01-oct.;;;;;;;;;;;ACM Press;;en;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/SEV57TVE/cvmp2014-gandhi-ronfard.pdf; /Users/xander/Zotero/storage/DIHILV7R/cvmp2014-gandhi-ronfard.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DPRI5486;book;2005;Morin, Edgar;Introduction à la pensée complexe;;978-2-02-066837-8;;;;;2005;16/10/2018 20:32;05/02/2019 22:50;;;158;;;;;;Essais;534;;;Édition du Seuil;Paris;;;;;;Gemeinsamer Bibliotheksverbund ISBN;;;;"/Users/xander/Zotero/storage/Q3N6CUX3/edgar-morin-introduction-a-la-pense-e-complexe-pdf-images-avec-recherche.pdf; /Users/xander/Zotero/storage/X9K286JB/edgar-morin-introduction-a-la-pense-e-complexe-pdf-images-avec-recherche.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G5WNA6AR;conferencePaper;2005;"Fix, Jérémy; Rougier, Nicolas P.; Alexandre, Frédéric";Mécanisme connexionniste pour l'anticipation visuelle;Reconnaissance des Formes et Intelligence Artificielle;;;;https://hal.inria.fr/inria-00000245/;;2005;16/10/2018 20:32;05/02/2019 22:50;02/02/2017 12:34;;;;;;;;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/XPX9QSAZ/FixRougierAlexandre.pdf; /Users/xander/Zotero/storage/N8IN3AJQ/FixRougierAlexandre.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CIBIDSLC;journalArticle;2017;Rouge, Bleu Cyan;Décomposition-recomposition de la lumière;;;;;http://stiperret.free.fr/bts/BTS%20AEA/Cours/Optique/Colorim%E9trie/Fondamentaux-6-colorimetrie%20(%20%E0%20utiliser).pdf;;2017;16/10/2018 20:32;05/02/2019 22:51;02/02/2017 12:34;;;;;;;;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/9UAX4JW6/Fondamentaux-6-colorimetrie.pdf; /Users/xander/Zotero/storage/IHBM6S4Z/Fondamentaux-6-colorimetrie.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9DZZCSG2;book;1987;Bateson, Gregory;Steps to an ecology of mind: collected essays in anthropology, psychiatry, evolution, and epistemology;;978-0-87668-950-9;;;;;1987;16/10/2018 20:32;16/10/2018 20:32;;;545;;;;;Steps to an ecology of mind;;;;;Aronson;Northvale, N.J;;;;;;Library of Congress ISBN;GN6 .B3 1987;;;/Users/xander/Zotero/storage/NP2ND6UJ/Gregory Bateson - Ecology of Mind.pdf;;;"Anthropology, Cultural; Cultural psychiatry; Ecology; Ethnology; Evolution; Knowledge, Theory of; Schizophrenic Psychology; Thinking";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZHZ4EYQ7;journalArticle;2011;"Mouchet, Alain; Vermersch, Pierre; Bouthier, Daniel";Méthodologie d'accès à l'expérience subjective : entretien composite et vidéo;Savoirs;;1763-4229, 2111-4390;10.3917/savo.027.0085;http://www.cairn.info/revue-savoirs-2011-3-page-85.htm;;2011;16/10/2018 20:32;05/02/2019 22:50;02/02/2017 12:39;85;;3;27;;;Méthodologie d'accès à l'expérience subjective;;;;;;;fr;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/XXSR45BS/SAVO_027_0085.pdf; /Users/xander/Zotero/storage/DFTH4MWZ/SAVO_027_0085.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KGPFWYFJ;book;2003;;Non-conceptual aspects of experience;;978-82-7477-118-5;;;;OCLC: 55600505;2003;16/10/2018 20:32;16/10/2018 20:32;;;;;;;;;;;;;Unipub Forlag;Oslo;English;;;;;Open WorldCat;;;;/Users/xander/Zotero/storage/Z6B9V7N5/SeeingCertApp5.pdf;;;;"Fossheim, Hallvard; Larsen, Tarjei Mandt; Sageng, John Richard";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUTM8GDM;journalArticle;2003;"Gouju, J.-L.; Vermersch, Pierre; Bouthier, Daniel";Objectivation des actions athlétiques par entretien d'explicitation. Etude de cas;Staps;;0247-106X, 1782-1568;10.3917/sta.062.0059;http://www.cairn.info/revue-staps-2003-3-page-59.htm;;2003;16/10/2018 20:32;05/02/2019 22:50;02/02/2017 12:40;59;;3;62;;;;;;;;;;fr;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/U8IQTVGI/STA_062_0059.pdf; /Users/xander/Zotero/storage/TI9545YS/STA_062_0059.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFWM3CGN;journalArticle;2004;Méadel, Cécile;L'audimat ou la conquête du monopole;Le Temps des médias;;1764-2507, 2104-3671;10.3917/tdm.003.0151;http://www.cairn.info/revue-le-temps-des-medias-2004-2-page-151.htm;;2004;16/10/2018 20:32;05/02/2019 22:50;02/02/2017 12:40;151;;2;3;;;;;;;;;;fr;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/TW8FWVZW/TDM_003_0151.pdf; /Users/xander/Zotero/storage/BDJ2IGGI/TDM_003_0151.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NADFL2WD;book;2002;Campbell, Drew;Technical film and TV for nontechnical people;;978-1-58115-229-6;;;;;2002;16/10/2018 20:32;16/10/2018 20:32;;;246;;;;;;;;;;Allworth Press;New York;;;;;;Library of Congress ISBN;PN1995.9.P7 C32 2002;;;/Users/xander/Zotero/storage/NWPXN9SA/Technical Film and TV for Nontechnical People -www.itworkss.com.pdf;;;"Motion pictures; Cinematography; Production and direction; Television";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3AX5KR3C;journalArticle;2002;"Callon, Michel; Méadel, Cécile; Rabeharisoa, Vololona";The economy of qualities;Economy and Society;;0308-5147, 1469-5766;10.1080/03085140220123126;http://www.tandfonline.com/doi/abs/10.1080/03085140220123126;;2002;16/10/2018 20:32;16/10/2018 20:32;02/02/2017 12:40;194-217;;2;31;;;;;;;;;;en;;;;;CrossRef;;;;/Users/xander/Zotero/storage/53AA9ZH4/The_Economy_of_Qualities.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RKM8WGYV;bookSection;1997;"Hennion, Antoine; Méadel, Cécile";Les ouvriers du désir.  Du produit au consommateur, la médiation publicitaire;Sociologie de la Communication;;;;https://halshs.archives-ouvertes.fr/halshs-00192740;;1997;16/10/2018 20:32;05/02/2019 22:50;;pp 593-619;;;;;;;;;;;BEAUD  P., FLICHY  P., PASQUIER  D., QUERE  L. (dir.);Paris;fr;;;;;;;;;"/Users/xander/Zotero/storage/KMIQ7JZK/1996PubReaderReseaux.pdf; /Users/xander/Zotero/storage/B8N8FRQP/1996PubReaderReseaux.pdf";;;;;;;;;;;;;;;;;;;;;;;Réseau CNET;;;;;;;;;;;;;;;;;;;;;;;;;;
DCYT4B2M;presentation;2004;Peacocke, Christopher;Another I’: Representing Conscious States, Perception and Others;;;;;;;2004;16/10/2018 20:32;05/02/2019 22:51;;;;;;;;;;;;;;Boston;English;;;;;;;;;"/Users/xander/Zotero/storage/YWY5ZQXQ/AnotherI.pdf; /Users/xander/Zotero/storage/MMPGWQ2U/AnotherI.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Eastern Division Meeting of the American  Philosophical Association;;;;;;;;;;;;;;;;
TVVA7HZY;journalArticle;1995;Amiar, Y;L'ANALYSE  DU  FILM  ET  DE  L'IMAGE   FIXE:  APPROCHE METHODOLOGIQUE;;;;;;The  content  analysis  of  documents  permits  to  know  their  subject  topic  ofthat  documents,to  find  them  quickly,   andfacilitate also  the  bibliographie research  in  libraries.   Based upon on international brain-works and normatif guides in this fieldjhis brève reflection attemps to give  the main guidelines for indexingtwo types of documents .film and fixed image.  so,it would be possible for every one who wants to do that ,to follow this stages.  In the last ofthis article,one can find a bibliography wish can help him  to  well understand the subject.;1995;16/10/2018 20:32;16/10/2018 20:32;;23-28;;2;5;;;;;;;;;;fr;;;;;;;;;/Users/xander/Zotero/storage/J6WA9YN7/article3.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FN52ZFGR;bookSection;2007;"Feldman Barrett, Lisa; Ochsner, Kevin N.; Gross, James J.";On the Automaticity of Emotion;Social Psychology and the Unconscious: The Automaticity of Higher Mental Processes;978-1-84169-472-6;;;;;2007;16/10/2018 20:32;16/10/2018 20:32;;173-217;;;;;;;;;;;;;English;;;;;;;;;/Users/xander/Zotero/storage/C94SCLQL/automaticity2007.pdf;;;;;;;;;;;;;;;;;;;;;;;Psychology Press;;;;;;;;;;;;;;;;;;;;;;;;;;
MPJCY7X2;journalArticle;2003;"Venkatesh, Viswanath; Morris, Michael  G.; Davis, Gordon  B.; Davis, Fred   D.";User Acceptance Of Information Technology: Toward A Unified View;MIS Quarterly;;;;;;2003;16/10/2018 20:32;05/02/2019 22:49;;425-478;;3;27;;;User Acceptance of IT;;;;;;;English;;;;;;;;;"/Users/xander/Zotero/storage/44QG7I3E/ContentServer.pdf; /Users/xander/Zotero/storage/R2Q7BLTF/ContentServer.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7EATZXR;journalArticle;2004;Landragin, Frédéric;Saillance physique et saillance cognitive;CORELA;;;;;;2004;16/10/2018 20:32;05/02/2019 22:50;;;;2;2;;;;;;;;;;fr;;;;;;;;;"/Users/xander/Zotero/storage/RJN3U5G6/corela.pdf; /Users/xander/Zotero/storage/WNM7Q3MN/corela.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KUXR2PX8;bookSection;1992;Dervin, Brenda;From the Mind's Eye of the User: The Sense-Making Qualitative-Quantitative Methodology;Qualitative Research In Information Management;;;;;;1992;16/10/2018 20:32;16/10/2018 20:32;;61-84;;;;;;;;;;;Glazier J. D. and Powell R. R. (dir.);Englewood, Colorado;English;;;;;;;;;/Users/xander/Zotero/storage/3UB26K4Q/dervin.pdf;;;;;;;;;;;;;;;;;;;;;;;Libraries Unlimited, Inc.;;;;;;;;;;;;;;;;;;;;;;;;;;
QQLGRNDX;bookSection;2005;Leleu-Merviel, Sylvie;Structurer   la   conception   des   documents  numériques grâce à la scénistique;Création numérique : écritures, expériences interactives;;;;;;2005;16/10/2018 20:32;05/02/2019 22:50;;129-158;;;;;;;;;;;Lavoisier : Hermès Sciences;Paris;fr;;;;;;;;;"/Users/xander/Zotero/storage/T7F4BCTB/Creation_numerique-Merviel.pdf; /Users/xander/Zotero/storage/5S5ZHGC4/Creation_numerique-Merviel.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
